ticker_a,ticker_b,sector,pvalue,test_stat,hedge_ratio,intercept,half_life,n_obs,orientation
MET,FITB,financials,0.021894622601537937,-3.6391875566102043,1.278106710782152,10.240192509835493,19.191471213338232,757,MET on FITB
BLK,AJG,financials,0.022258484529557386,-3.6334831628083553,6.148556929754283,-94.34736454245161,27.545091366329405,757,BLK on AJG
RF,FITB,financials,0.02535007626494448,-3.5880221440483218,0.4837515736704011,1.2673914124164363,32.229834834428814,757,RF on FITB
AMP,MS,financials,0.02785914059978804,-3.554515253378231,2.786970166802956,24.62601477635069,31.0307092829272,757,AMP on MS
MET,RF,financials,0.027943370405683378,-3.5534360521561377,2.5929724449277947,7.515535531191132,22.918863075018315,757,MET on RF
AMP,AJG,financials,0.03101031435796798,-3.515915976637956,2.05141525160813,-42.82364662139843,21.38084989348041,757,AMP on AJG
KMI,SLB,energy,0.031617596268587386,-3.508864765615321,0.19409797269272813,7.228135020553961,29.839458249394557,757,KMI on SLB
OXY,KMI,energy,0.03183846236098833,-3.5063288101420835,5.494444477529538,-37.59723016215444,55.566083361361365,757,OXY on KMI
PGR,BLK,financials,0.03262779640659227,-3.497386244472103,0.061633426889937296,39.74898268183333,25.10072239405861,757,PGR on BLK
BKR,MPC,energy,0.03362488362082649,-3.4863487208223725,0.3051812273937493,4.930895632013135,22.803820137883783,757,BKR on MPC
PNW,NEE,utilities,0.03402825022435121,-3.4819622011653553,-0.21923147111562447,76.39900343252091,21.980785137915316,757,PNW on NEE
CB,KEY,financials,0.0342652028210008,-3.4794058745688545,6.6971300941076874,49.865422580769334,21.700184500594194,757,CB on KEY
AXP,MET,financials,0.034826816457577625,-3.473406186602644,2.7382862419458376,5.878962570999901,22.613393339290624,757,AXP on MET
AIG,AFL,financials,0.035734378687531855,-3.4638813303742992,1.2644033084102713,-14.331183608128395,22.210323665036206,757,AIG on AFL
MET,PNC,financials,0.036169330014953656,-3.459388697329336,0.3030221761395536,4.6534832302727756,21.947280476031622,757,MET on PNC
